"ID_usuario","genero_usuario","edad_usuario","fecha_alta","hora_alta","Customer.Has.Dni..Yes...No."
"818308","OTHER","35",2021-12-12,"19:33:19","Yes"
"818361","MALE","23",2021-12-12,"23:19:10","Yes"
"818298","MALE","37",2021-12-12,"18:40:06","No"
"818274","FEMALE","43",2021-12-12,"17:39:38","Yes"
"818140","FEMALE","26",2021-12-12,"01:47:48","Yes"
"818287","MALE","27",2021-12-12,"18:26:00","Yes"
"818174","MALE","40",2021-12-12,"10:40:51","Yes"
"818282","MALE","35",2021-12-12,"18:14:09","Yes"
"818305","FEMALE","51",2021-12-12,"19:21:53","Yes"
"818147","FEMALE","34",2021-12-12,"03:13:34","Yes"
"818303","MALE","46",2021-12-12,"19:00:57","Yes"
"818291","FEMALE","24",2021-12-12,"18:34:05","Yes"
"818281","FEMALE","24",2021-12-12,"18:07:53","Yes"
"818136","MALE","22",2021-12-12,"01:04:23","Yes"
"818365","MALE","58",2021-12-12,"23:53:26","Yes"
"818275","FEMALE","41",2021-12-12,"17:40:10","Yes"
"818285","FEMALE","22",2021-12-12,"18:19:06","Yes"
"818297","MALE","25",2021-12-12,"18:39:37","Yes"
"818172","MALE","25",2021-12-12,"10:21:18","Yes"
"818309","FEMALE","48",2021-12-12,"19:36:03","Yes"
"818146","MALE","29",2021-12-12,"02:35:16","Yes"
"818353","FEMALE","22",2021-12-12,"22:24:46","Yes"
"818325","OTHER","23",2021-12-12,"20:21:05","No"
"818214","MALE","29",2021-12-12,"14:10:27","Yes"
"818331","FEMALE","31",2021-12-12,"20:49:44","Yes"
"818324","MALE","30",2021-12-12,"20:20:31","Yes"
"818185","FEMALE","48",2021-12-12,"11:22:38","Yes"
"818238","FEMALE","49",2021-12-12,"15:45:28","Yes"
"818317","FEMALE","21",2021-12-12,"19:55:48","Yes"
"818360","MALE","22",2021-12-12,"23:18:35","Yes"
"818259","FEMALE","32",2021-12-12,"16:42:33","Yes"
"818220","FEMALE","44",2021-12-12,"14:59:20","Yes"
"818241","FEMALE","31",2021-12-12,"15:52:35","Yes"
"818271","FEMALE","33",2021-12-12,"17:32:19","Yes"
"818138","FEMALE","20",2021-12-12,"01:22:11","Yes"
"818318","FEMALE","29",2021-12-12,"20:08:49","Yes"
"818171","MALE","24",2021-12-12,"10:03:55","Yes"
"818152","FEMALE","22",2021-12-12,"05:29:44","Yes"
"818204","MALE","32",2021-12-12,"12:22:36","Yes"
"818153","MALE","25",2021-12-12,"06:13:47","Yes"
"818184","MALE","59",2021-12-12,"11:21:30","Yes"
"818193","FEMALE","23",2021-12-12,"11:46:14","Yes"
"818167","FEMALE","30",2021-12-12,"09:43:40","Yes"
"818133","MALE","23",2021-12-12,"00:24:42","Yes"
"818137","FEMALE","36",2021-12-12,"01:10:46","Yes"
"818276","MALE","41",2021-12-12,"17:40:22","Yes"
"818225","MALE","24",2021-12-12,"15:17:48","Yes"
"818301","FEMALE","35",2021-12-12,"18:50:35","Yes"
"818362","MALE","24",2021-12-12,"23:21:00","Yes"
"818270","FEMALE","29",2021-12-12,"17:30:41","Yes"
"818348","FEMALE","23",2021-12-12,"21:07:14","Yes"
"818302","MALE","26",2021-12-12,"18:53:32","Yes"
"818229","FEMALE","24",2021-12-12,"15:21:27","Yes"
"818216","FEMALE","53",2021-12-12,"14:38:08","Yes"
"818166","MALE","28",2021-12-12,"09:43:35","Yes"
"818194","MALE","49",2021-12-12,"11:48:06","Yes"
"818247","FEMALE","22",2021-12-12,"16:07:20","Yes"
"818350","MALE","20",2021-12-12,"21:31:16","Yes"
"818279","FEMALE","38",2021-12-12,"17:46:55","Yes"
"818266","FEMALE","29",2021-12-12,"17:09:51","Yes"
"818180","FEMALE","35",2021-12-12,"10:57:21","Yes"
"818251","MALE","61",2021-12-12,"16:27:36","Yes"
"818288","FEMALE","26",2021-12-12,"18:27:27","Yes"
"818168","FEMALE","32",2021-12-12,"09:46:30","Yes"
"818358","MALE","33",2021-12-12,"23:12:35","Yes"
"818347","FEMALE","38",2021-12-12,"21:01:16","Yes"
"818192","FEMALE","37",2021-12-12,"11:44:10","Yes"
"818221","MALE","31",2021-12-12,"15:06:45","Yes"
"818286","MALE","19",2021-12-12,"18:22:32","Yes"
"818162","FEMALE","62",2021-12-12,"09:18:37","Yes"
"818284","FEMALE","32",2021-12-12,"18:16:35","Yes"
"818272","MALE","25",2021-12-12,"17:34:26","Yes"
"818235","FEMALE","24",2021-12-12,"15:38:23","Yes"
"818364","MALE","20",2021-12-12,"23:39:43","Yes"
"818139","MALE","26",2021-12-12,"01:36:34","Yes"
"818277","FEMALE","24",2021-12-12,"17:41:53","Yes"
"818273","MALE","41",2021-12-12,"17:35:04","Yes"
"818230","FEMALE","30",2021-12-12,"15:29:52","Yes"
"818159","MALE","30",2021-12-12,"08:23:18","Yes"
"818269","FEMALE","34",2021-12-12,"17:21:06","Yes"
"818250","MALE","28",2021-12-12,"16:23:33","Yes"
"818195","MALE","43",2021-12-12,"11:51:06","Yes"
"818213","FEMALE","24",2021-12-12,"13:00:51","Yes"
"818263","MALE","23",2021-12-12,"17:05:03","Yes"
"818236","FEMALE","23",2021-12-12,"15:44:31","Yes"
"818261","MALE","26",2021-12-12,"17:04:09","Yes"
"818363","FEMALE","25",2021-12-12,"23:27:39","Yes"
"818240","FEMALE","29",2021-12-12,"15:46:42","Yes"
"818304","MALE","27",2021-12-12,"19:07:26","Yes"
"818205","FEMALE","20",2021-12-12,"12:26:37","Yes"
"818190","FEMALE","43",2021-12-12,"11:43:01","Yes"
"818355","MALE","30",2021-12-12,"23:03:34","Yes"
"818310","FEMALE","34",2021-12-12,"19:36:56","Yes"
"818165","FEMALE","28",2021-12-12,"09:36:49","Yes"
"818224","MALE","28",2021-12-12,"15:16:35","Yes"
"818181","FEMALE","35",2021-12-12,"11:15:57","Yes"
"818228","MALE","30",2021-12-12,"15:20:41","Yes"
"818189","FEMALE","35",2021-12-12,"11:41:08","Yes"
"818289","MALE","27",2021-12-12,"18:27:41","Yes"
"818145","MALE","26",2021-12-12,"02:29:39","Yes"
"818316","FEMALE","30",2021-12-12,"19:55:41","Yes"
"818315","MALE","20",2021-12-12,"19:54:54","Yes"
"818209","FEMALE","24",2021-12-12,"12:36:54","Yes"
"818187","FEMALE","35",2021-12-12,"11:25:30","Yes"
"818354","FEMALE","21",2021-12-12,"22:53:34","Yes"
"818330","FEMALE","20",2021-12-12,"20:33:30","Yes"
"818319","MALE","47",2021-12-12,"20:14:39","Yes"
"818154","OTHER","54",2021-12-12,"07:46:38","No"
"818349","FEMALE","21",2021-12-12,"21:18:02","Yes"
"818157","OTHER","55",2021-12-12,"07:51:45","No"
"818142","MALE","30",2021-12-12,"01:57:25","Yes"
"818223","FEMALE","35",2021-12-12,"15:09:51","Yes"
"818178","FEMALE","26",2021-12-12,"10:54:17","Yes"
"818311","OTHER","53",2021-12-12,"19:39:27","Yes"
"818186","MALE","42",2021-12-12,"11:24:39","Yes"
"818296","FEMALE","53",2021-12-12,"18:38:28","Yes"
"818215","MALE","23",2021-12-12,"14:34:06","Yes"
"818210","MALE","29",2021-12-12,"12:41:36","Yes"
"818262","FEMALE","26",2021-12-12,"17:04:30","Yes"
"818218","MALE","20",2021-12-12,"14:45:04","Yes"
"818158","OTHER","42",2021-12-12,"07:52:18","Yes"
"818242","FEMALE","20",2021-12-12,"15:53:54","Yes"
"818211","OTHER","42",2021-12-12,"12:58:01","No"
"818191","MALE","30",2021-12-12,"11:43:49","Yes"
"818222","MALE","41",2021-12-12,"15:08:43","Yes"
"818280","MALE","48",2021-12-12,"18:04:33","Yes"
"818351","MALE","23",2021-12-12,"21:51:10","Yes"
"818352","MALE","35",2021-12-12,"22:09:17","Yes"
"818212","MALE","38",2021-12-12,"12:58:36","Yes"
"818161","FEMALE","29",2021-12-12,"08:27:01","Yes"
"818202","OTHER","28",2021-12-12,"12:12:57","No"
"818260","FEMALE","28",2021-12-12,"16:57:35","Yes"
"818207","MALE","32",2021-12-12,"12:34:46","Yes"
"818326","FEMALE","43",2021-12-12,"20:22:00","Yes"
"818135","MALE","22",2021-12-12,"00:52:04","Yes"
"818295","FEMALE","34",2021-12-12,"18:37:03","Yes"
"818329","FEMALE","38",2021-12-12,"20:32:26","Yes"
"818201","FEMALE","28",2021-12-12,"12:11:29","Yes"
"818175","FEMALE","32",2021-12-12,"10:41:26","Yes"
"818245","MALE","25",2021-12-12,"16:01:53","Yes"
"818183","FEMALE","46",2021-12-12,"11:18:47","Yes"
"818196","MALE","52",2021-12-12,"11:55:32","Yes"
"818188","FEMALE","54",2021-12-12,"11:38:16","Yes"
"818306","FEMALE","39",2021-12-12,"19:30:28","Yes"
"818300","FEMALE","19",2021-12-12,"18:45:17","Yes"
"818264","FEMALE","52",2021-12-12,"17:08:33","Yes"
"818312","MALE","33",2021-12-12,"19:46:06","Yes"
"818163","FEMALE","35",2021-12-12,"09:29:16","Yes"
"818144","FEMALE","31",2021-12-12,"02:05:28","Yes"
"818036","FEMALE","29",2021-12-11,"17:00:25","Yes"
"817985","FEMALE","23",2021-12-11,"14:41:52","Yes"
"818031","FEMALE","27",2021-12-11,"16:48:30","Yes"
"818108","MALE","48",2021-12-11,"20:29:31","Yes"
"818029","MALE","28",2021-12-11,"16:46:03","Yes"
"818002","FEMALE","22",2021-12-11,"15:47:38","Yes"
"817959","FEMALE","35",2021-12-11,"12:57:57","Yes"
"818062","FEMALE","54",2021-12-11,"18:20:57","Yes"
"817986","MALE","31",2021-12-11,"14:50:19","Yes"
"818021","MALE","27",2021-12-11,"16:25:07","Yes"
"818093","FEMALE","23",2021-12-11,"20:10:27","Yes"
"818066","FEMALE","23",2021-12-11,"18:26:31","Yes"
"818071","FEMALE","30",2021-12-11,"18:49:46","Yes"
"817920","MALE","24",2021-12-11,"10:30:50","Yes"
"818041","MALE","31",2021-12-11,"17:12:00","Yes"
"817939","OTHER","22",2021-12-11,"11:33:04","No"
"818132","MALE","25",2021-12-11,"23:56:56","Yes"
"818035","FEMALE","24",2021-12-11,"17:00:13","Yes"
"818121","FEMALE","56",2021-12-11,"21:23:44","Yes"
"818083","OTHER","54",2021-12-11,"19:42:33","Yes"
"818130","FEMALE","33",2021-12-11,"23:44:13","Yes"
"817961","MALE","22",2021-12-11,"13:07:11","Yes"
"818018","OTHER","54",2021-12-11,"16:17:19","Yes"
"818050","MALE","31",2021-12-11,"17:42:57","Yes"
"817988","FEMALE","27",2021-12-11,"15:07:24","Yes"
"817972","MALE","32",2021-12-11,"13:59:08","Yes"
"818080","FEMALE","29",2021-12-11,"19:35:48","Yes"
"818051","FEMALE","44",2021-12-11,"17:48:23","Yes"
"817955","MALE","22",2021-12-11,"12:39:16","Yes"
"817964","MALE","34",2021-12-11,"13:20:06","Yes"
"817951","MALE","32",2021-12-11,"12:12:46","Yes"
"817983","FEMALE","36",2021-12-11,"14:37:21","Yes"
"818010","MALE","22",2021-12-11,"16:04:39","Yes"
"817886","MALE","35",2021-12-11,"02:03:15","Yes"
"817975","FEMALE","20",2021-12-11,"14:06:11","Yes"
"818110","FEMALE","32",2021-12-11,"20:31:44","Yes"
"817913","FEMALE","20",2021-12-11,"09:55:14","Yes"
"817916","FEMALE","53",2021-12-11,"10:19:37","Yes"
"818123","FEMALE","38",2021-12-11,"21:50:44","Yes"
"818088","FEMALE","23",2021-12-11,"19:50:23","Yes"
"817900","MALE","21",2021-12-11,"08:46:51","Yes"
"817976","MALE","28",2021-12-11,"14:06:55","Yes"
"817970","FEMALE","43",2021-12-11,"13:46:39","Yes"
"817957","FEMALE","44",2021-12-11,"12:44:06","Yes"
"817932","FEMALE","26",2021-12-11,"11:13:02","Yes"
"818052","MALE","26",2021-12-11,"17:49:03","Yes"
"817894","MALE","25",2021-12-11,"06:32:05","Yes"
"817962","MALE","20",2021-12-11,"13:09:22","Yes"
"817945","FEMALE","28",2021-12-11,"11:52:11","Yes"
"818042","MALE","36",2021-12-11,"17:12:15","Yes"
"817910","MALE","55",2021-12-11,"09:30:13","Yes"
"817978","FEMALE","32",2021-12-11,"14:09:02","Yes"
"817974","FEMALE","55",2021-12-11,"14:05:05","Yes"
"817947","OTHER","46",2021-12-11,"12:07:27","No"
"818027","MALE","30",2021-12-11,"16:38:03","Yes"
"818090","MALE","33",2021-12-11,"19:56:58","Yes"
"817989","MALE","25",2021-12-11,"15:10:12","Yes"
"818077","MALE","27",2021-12-11,"19:33:26","Yes"
"817931","MALE","28",2021-12-11,"11:04:57","Yes"
"817997","MALE","24",2021-12-11,"15:31:27","Yes"
"817907","FEMALE","30",2021-12-11,"09:17:26","Yes"
"818048","FEMALE","26",2021-12-11,"17:27:48","Yes"
"817928","MALE","43",2021-12-11,"10:42:50","Yes"
"818011","FEMALE","33",2021-12-11,"16:09:07","Yes"
"817963","FEMALE","21",2021-12-11,"13:09:40","Yes"
"818049","FEMALE","28",2021-12-11,"17:32:50","Yes"
"818047","OTHER","33",2021-12-11,"17:23:53","Yes"
"817929","OTHER","29",2021-12-11,"10:50:47","No"
"818113","MALE","23",2021-12-11,"20:34:16","Yes"
"818058","MALE","36",2021-12-11,"18:04:24","Yes"
"817965","FEMALE","25",2021-12-11,"13:25:58","Yes"
"818076","FEMALE","21",2021-12-11,"19:32:34","Yes"
"818034","OTHER","41",2021-12-11,"16:55:42","No"
"818022","FEMALE","26",2021-12-11,"16:25:50","Yes"
"818116","FEMALE","33",2021-12-11,"20:59:25","Yes"
"818008","MALE","35",2021-12-11,"15:58:40","Yes"
"817995","MALE","42",2021-12-11,"15:30:31","Yes"
"817933","FEMALE","30",2021-12-11,"11:13:30","Yes"
"818025","FEMALE","24",2021-12-11,"16:37:08","Yes"
"818007","FEMALE","21",2021-12-11,"15:58:24","Yes"
"818124","MALE","29",2021-12-11,"23:07:24","Yes"
"817979","FEMALE","62",2021-12-11,"14:14:01","Yes"
"817958","MALE","21",2021-12-11,"12:53:55","Yes"
"818023","MALE","22",2021-12-11,"16:29:02","Yes"
"817885","MALE","35",2021-12-11,"01:56:56","Yes"
"817952","FEMALE","26",2021-12-11,"12:13:10","Yes"
"817980","FEMALE","28",2021-12-11,"14:16:50","Yes"
"817946","FEMALE","25",2021-12-11,"12:02:57","Yes"
"817953","MALE","29",2021-12-11,"12:31:18","Yes"
"817992","FEMALE","24",2021-12-11,"15:23:42","Yes"
"818056","FEMALE","27",2021-12-11,"18:02:08","Yes"
"818019","FEMALE","30",2021-12-11,"16:19:14","Yes"
"817891","FEMALE","21",2021-12-11,"03:20:51","Yes"
"818105","OTHER","27",2021-12-11,"20:26:54","No"
"818060","FEMALE","47",2021-12-11,"18:12:30","Yes"
"818061","FEMALE","51",2021-12-11,"18:16:12","Yes"
"817934","MALE","35",2021-12-11,"11:17:32","Yes"
"817987","MALE","24",2021-12-11,"14:53:06","Yes"
"818033","MALE","34",2021-12-11,"16:52:18","Yes"
"817904","MALE","44",2021-12-11,"08:57:59","Yes"
"817941","MALE","32",2021-12-11,"11:40:36","Yes"
"817899","MALE","35",2021-12-11,"08:29:50","Yes"
"818059","FEMALE","27",2021-12-11,"18:05:25","Yes"
"817940","MALE","32",2021-12-11,"11:34:42","Yes"
"817954","FEMALE","29",2021-12-11,"12:32:36","Yes"
"818129","MALE","35",2021-12-11,"23:25:23","Yes"
"817942","MALE","36",2021-12-11,"11:46:51","Yes"
"818017","MALE","30",2021-12-11,"16:12:55","Yes"
"818125","MALE","28",2021-12-11,"23:14:29","Yes"
"818104","MALE","23",2021-12-11,"20:26:38","Yes"
"817884","FEMALE","24",2021-12-11,"01:37:42","Yes"
"818073","FEMALE","24",2021-12-11,"18:58:03","Yes"
"818081","FEMALE","26",2021-12-11,"19:35:53","Yes"
"818045","MALE","41",2021-12-11,"17:20:30","Yes"
"817936","MALE","26",2021-12-11,"11:26:54","Yes"
"817880","MALE","46",2021-12-11,"00:48:05","Yes"
"817984","FEMALE","48",2021-12-11,"14:37:29","Yes"
"818015","FEMALE","24",2021-12-11,"16:11:35","Yes"
"817896","FEMALE","25",2021-12-11,"07:38:57","Yes"
"818005","MALE","65",2021-12-11,"15:56:10","Yes"
"818114","OTHER","46",2021-12-11,"20:36:56","Yes"
"817895","MALE","38",2021-12-11,"06:51:40","Yes"
"818115","FEMALE","24",2021-12-11,"20:47:20","Yes"
"817906","MALE","33",2021-12-11,"09:14:13","Yes"
"818030","FEMALE","42",2021-12-11,"16:48:19","Yes"
"818072","FEMALE","29",2021-12-11,"18:52:20","Yes"
"817938","OTHER","53",2021-12-11,"11:31:33","Yes"
"817948","MALE","38",2021-12-11,"12:08:46","Yes"
"818069","FEMALE","35",2021-12-11,"18:40:52","Yes"
"817893","MALE","31",2021-12-11,"06:22:36","Yes"
"818055","FEMALE","33",2021-12-11,"17:56:26","Yes"
"818057","MALE","34",2021-12-11,"18:02:50","Yes"
"817911","MALE","32",2021-12-11,"09:42:21","Yes"
"818131","FEMALE","30",2021-12-11,"23:49:09","Yes"
"818004","FEMALE","21",2021-12-11,"15:53:49","Yes"
"818013","MALE","22",2021-12-11,"16:10:56","Yes"
"817918","MALE","34",2021-12-11,"10:27:25","Yes"
"817927","FEMALE","34",2021-12-11,"10:42:43","Yes"
"818075","MALE","38",2021-12-11,"19:21:18","Yes"
"818001","MALE","22",2021-12-11,"15:40:39","Yes"
"817903","MALE","31",2021-12-11,"08:49:45","Yes"
"818024","MALE","45",2021-12-11,"16:36:56","Yes"
"817991","FEMALE","27",2021-12-11,"15:16:30","Yes"
"818067","FEMALE","37",2021-12-11,"18:32:54","Yes"
"818020","FEMALE","59",2021-12-11,"16:21:17","Yes"
"817902","MALE","21",2021-12-11,"08:48:41","Yes"
"817926","FEMALE","24",2021-12-11,"10:35:13","Yes"
"817969","MALE","38",2021-12-11,"13:39:29","Yes"
"817878","FEMALE","47",2021-12-11,"00:08:53","Yes"
"818064","MALE","23",2021-12-11,"18:23:02","Yes"
"818099","OTHER","28",2021-12-11,"20:22:48","No"
"818016","FEMALE","22",2021-12-11,"16:12:01","Yes"
"818079","MALE","32",2021-12-11,"19:35:39","Yes"
"818046","FEMALE","46",2021-12-11,"17:21:30","Yes"
"817950","OTHER","30",2021-12-11,"12:12:20","No"
"817998","FEMALE","24",2021-12-11,"15:31:36","Yes"
"817996","FEMALE","23",2021-12-11,"15:31:12","Yes"
"818009","MALE","32",2021-12-11,"16:00:04","Yes"
"817944","MALE","25",2021-12-11,"11:51:29","Yes"
"817966","MALE","39",2021-12-11,"13:29:32","Yes"
"817982","MALE","30",2021-12-11,"14:21:10","Yes"
"817971","MALE","47",2021-12-11,"13:57:55","Yes"
"818112","MALE","25",2021-12-11,"20:33:58","Yes"
"817990","FEMALE","24",2021-12-11,"15:16:10","Yes"
"817887","MALE","30",2021-12-11,"02:06:25","Yes"
"817960","FEMALE","21",2021-12-11,"13:01:23","Yes"
"817973","MALE","21",2021-12-11,"14:01:42","Yes"
"818003","MALE","27",2021-12-11,"15:49:02","Yes"
"818044","FEMALE","47",2021-12-11,"17:18:33","Yes"
"818053","FEMALE","60",2021-12-11,"17:49:41","Yes"
"818120","FEMALE","27",2021-12-11,"21:17:45","Yes"
"818078","MALE","24",2021-12-11,"19:35:03","Yes"
"817937","FEMALE","33",2021-12-11,"11:31:04","Yes"
"818000","MALE","42",2021-12-11,"15:40:20","Yes"
"818054","MALE","21",2021-12-11,"17:49:43","Yes"
"817968","FEMALE","63",2021-12-11,"13:35:13","Yes"
"817905","FEMALE","47",2021-12-11,"09:05:43","Yes"
"818082","MALE","39",2021-12-11,"19:41:15","Yes"
"817956","OTHER","47",2021-12-11,"12:40:39","No"
"818070","MALE","76",2021-12-11,"18:43:03","Yes"
"818043","MALE","65",2021-12-11,"17:17:30","Yes"
"818087","FEMALE","36",2021-12-11,"19:48:01","Yes"
"818012","MALE","33",2021-12-11,"16:09:11","Yes"
"817912","MALE","32",2021-12-11,"09:42:29","Yes"
"817909","MALE","32",2021-12-11,"09:29:04","Yes"
"817908","FEMALE","50",2021-12-11,"09:26:31","Yes"
"818063","FEMALE","41",2021-12-11,"18:22:35","Yes"
"818091","MALE","20",2021-12-11,"20:03:18","Yes"
"818119","FEMALE","27",2021-12-11,"21:16:04","Yes"
"818089","MALE","35",2021-12-11,"19:51:18","Yes"
"817901","MALE","49",2021-12-11,"08:47:21","Yes"
"818028","FEMALE","33",2021-12-11,"16:42:29","Yes"
"817892","MALE","20",2021-12-11,"03:58:07","Yes"
"818074","MALE","41",2021-12-11,"19:08:40","Yes"
"818068","MALE","36",2021-12-11,"18:38:47","Yes"
"817881","MALE","21",2021-12-11,"00:50:55","Yes"
"817888","OTHER","53",2021-12-11,"02:51:34","Yes"
"818117","FEMALE","22",2021-12-11,"21:08:01","Yes"
"818032","MALE","67",2021-12-11,"16:52:06","Yes"
"817915","MALE","28",2021-12-11,"10:06:21","Yes"
"817981","FEMALE","25",2021-12-11,"14:17:05","Yes"
"817930","MALE","52",2021-12-11,"11:03:20","Yes"
"817943","FEMALE","28",2021-12-11,"11:47:59","Yes"
"817889","FEMALE","23",2021-12-11,"03:07:48","Yes"
"817949","MALE","48",2021-12-11,"12:11:52","Yes"
"817897","MALE","22",2021-12-11,"07:42:27","Yes"
"817999","MALE","43",2021-12-11,"15:34:12","Yes"
"818094","MALE","28",2021-12-11,"20:11:27","Yes"
"817967","MALE","38",2021-12-11,"13:33:40","Yes"
"817935","OTHER","53",2021-12-11,"11:25:30","Yes"
"817879","FEMALE","28",2021-12-11,"00:15:26","Yes"
"817977","MALE","22",2021-12-11,"14:08:33","Yes"
"818026","FEMALE","38",2021-12-11,"16:37:51","Yes"
"817883","MALE","20",2021-12-11,"01:19:31","Yes"
"818092","MALE","28",2021-12-11,"20:10:21","Yes"
"818065","MALE","24",2021-12-11,"18:24:43","Yes"
"818109","MALE","34",2021-12-11,"20:30:53","Yes"
"817732","FEMALE","71",2021-12-10,"13:41:16","Yes"
"817772","FEMALE","24",2021-12-10,"15:42:59","Yes"
"817854","FEMALE","21",2021-12-10,"20:47:30","Yes"
"817700","FEMALE","26",2021-12-10,"11:54:27","Yes"
"817638","FEMALE","29",2021-12-10,"00:37:25","Yes"
"817831","MALE","52",2021-12-10,"19:09:40","Yes"
"817672","FEMALE","45",2021-12-10,"09:46:51","Yes"
"817711","MALE","29",2021-12-10,"12:27:49","Yes"
"817707","MALE","34",2021-12-10,"12:24:37","Yes"
"817860","FEMALE","42",2021-12-10,"21:01:39","Yes"
"817756","MALE","24",2021-12-10,"14:55:33","Yes"
"817746","OTHER","23",2021-12-10,"14:15:12","No"
"817644","MALE","26",2021-12-10,"02:15:18","Yes"
"817877","MALE","20",2021-12-10,"23:53:13","Yes"
"817845","FEMALE","37",2021-12-10,"19:43:08","Yes"
"817805","FEMALE","43",2021-12-10,"17:48:57","Yes"
"817739","FEMALE","23",2021-12-10,"13:58:34","Yes"
"817872","FEMALE","32",2021-12-10,"22:15:01","Yes"
"817655","MALE","27",2021-12-10,"06:48:25","Yes"
"817636","MALE","42",2021-12-10,"00:28:05","Yes"
"817673","FEMALE","33",2021-12-10,"10:01:58","Yes"
"817803","FEMALE","29",2021-12-10,"17:47:53","Yes"
"817708","MALE","34",2021-12-10,"12:25:14","Yes"
"817631","FEMALE","40",2021-12-10,"00:16:38","Yes"
"817801","MALE","28",2021-12-10,"17:47:22","No"
"817875","MALE","20",2021-12-10,"23:24:01","Yes"
"817718","OTHER","30",2021-12-10,"12:58:08","No"
"817729","FEMALE","27",2021-12-10,"13:24:55","Yes"
"817840","MALE","29",2021-12-10,"19:30:34","Yes"
"817848","OTHER","34",2021-12-10,"20:04:10","No"
"817804","MALE","41",2021-12-10,"17:48:43","Yes"
"817710","MALE","24",2021-12-10,"12:25:29","Yes"
"817736","FEMALE","24",2021-12-10,"13:44:43","Yes"
"817694","FEMALE","29",2021-12-10,"11:41:09","Yes"
"817777","MALE","36",2021-12-10,"16:02:33","Yes"
"817807","MALE","37",2021-12-10,"17:53:17","Yes"
"817857","FEMALE","27",2021-12-10,"20:56:35","Yes"
"817765","MALE","42",2021-12-10,"15:26:58","Yes"
"817667","FEMALE","62",2021-12-10,"09:04:18","Yes"
"817723","MALE","31",2021-12-10,"13:14:54","Yes"
"817762","FEMALE","20",2021-12-10,"15:11:51","Yes"
"817833","FEMALE","31",2021-12-10,"19:10:27","Yes"
"817699","MALE","31",2021-12-10,"11:51:38","Yes"
"817862","FEMALE","25",2021-12-10,"21:04:39","Yes"
"817742","FEMALE","22",2021-12-10,"14:06:31","Yes"
"817822","MALE","43",2021-12-10,"18:33:46","Yes"
"817650","MALE","20",2021-12-10,"03:14:21","Yes"
"817769","MALE","23",2021-12-10,"15:39:12","Yes"
"817794","MALE","28",2021-12-10,"17:28:16","Yes"
"817798","FEMALE","26",2021-12-10,"17:43:43","Yes"
"817651","MALE","27",2021-12-10,"03:41:17","Yes"
"817808","FEMALE","34",2021-12-10,"17:56:02","Yes"
"817701","MALE","20",2021-12-10,"11:56:39","Yes"
"817761","MALE","20",2021-12-10,"15:07:50","Yes"
"817749","FEMALE","19",2021-12-10,"14:22:05","Yes"
"817740","FEMALE","28",2021-12-10,"14:02:33","Yes"
"817663","FEMALE","31",2021-12-10,"08:06:54","Yes"
"817726","FEMALE","28",2021-12-10,"13:16:36","Yes"
"817660","MALE","21",2021-12-10,"07:57:57","Yes"
"817689","MALE","49",2021-12-10,"11:11:28","Yes"
"817823","MALE","26",2021-12-10,"18:33:47","Yes"
"817715","MALE","47",2021-12-10,"12:35:08","No"
"817792","MALE","25",2021-12-10,"17:16:40","Yes"
"817782","MALE","50",2021-12-10,"16:29:51","Yes"
"817859","MALE","50",2021-12-10,"21:00:59","Yes"
"817641","MALE","23",2021-12-10,"01:03:12","Yes"
"817692","MALE","33",2021-12-10,"11:40:23","Yes"
"817816","FEMALE","36",2021-12-10,"18:13:39","Yes"
"817702","FEMALE","50",2021-12-10,"11:57:21","Yes"
"817720","OTHER","53",2021-12-10,"13:10:01","Yes"
"817793","MALE","32",2021-12-10,"17:27:30","Yes"
"817662","MALE","38",2021-12-10,"08:04:28","Yes"
"817821","MALE","30",2021-12-10,"18:32:49","Yes"
"817725","FEMALE","33",2021-12-10,"13:16:24","Yes"
"817867","OTHER","21",2021-12-10,"21:37:12","No"
"817830","MALE","24",2021-12-10,"19:04:36","Yes"
"817868","OTHER","20",2021-12-10,"21:45:36","No"
"817824","MALE","21",2021-12-10,"18:36:26","Yes"
"817856","MALE","23",2021-12-10,"20:55:08","No"
"817727","MALE","25",2021-12-10,"13:22:01","Yes"
"817784","FEMALE","31",2021-12-10,"16:47:58","Yes"
"817876","MALE","30",2021-12-10,"23:42:53","Yes"
"817656","MALE","28",2021-12-10,"06:49:47","Yes"
"817652","MALE","21",2021-12-10,"05:18:02","Yes"
"817674","OTHER","24",2021-12-10,"10:03:54","No"
"817815","FEMALE","35",2021-12-10,"18:13:28","Yes"
"817791","MALE","27",2021-12-10,"17:06:32","Yes"
"817693","MALE","28",2021-12-10,"11:41:08","Yes"
"817704","FEMALE","46",2021-12-10,"12:08:32","Yes"
"817835","MALE","43",2021-12-10,"19:11:40","Yes"
"817665","MALE","43",2021-12-10,"08:52:59","Yes"
"817705","OTHER","32",2021-12-10,"12:14:13","No"
"817866","MALE","20",2021-12-10,"21:29:21","Yes"
"817630","FEMALE","22",2021-12-10,"00:05:50","Yes"
"817733","MALE","43",2021-12-10,"13:42:36","Yes"
"817661","MALE","31",2021-12-10,"08:01:15","Yes"
"817745","MALE","23",2021-12-10,"14:11:34","Yes"
"817789","MALE","20",2021-12-10,"17:01:20","Yes"
"817817","FEMALE","22",2021-12-10,"18:15:19","Yes"
"817659","FEMALE","44",2021-12-10,"07:55:34","Yes"
"817679","MALE","32",2021-12-10,"10:32:56","Yes"
